id,category,name
3263,other,Tiguaress D�mA
3264,other,Tiguaress D�mA Mis�re
3277,other,Tiguaresses D�mA
3278,other,Tiguaresses D�mA Mis�re
887,other,Timeline
3259,other,Tipardess D�mA
3260,other,Tipardess D�mA Mis�re
3151,other,Tobit
888,other,Toggles
2664,other,Toguz Kumalak
1633,other,Toppla
889,other,Tourney
1240,other,Trap
890,other,Trax
1962,other,Treasure Hunt For Two
1785,other,Tri-Hex
1691,other,Trident
3214,other,TriGo
891,other,TriTrap
1464,other,Trophy Hunt Chess
1431,other,Turkish Chess
1566,other,Turkish D�mA
893,other,Turkish Draughts
1563,other,T�rkiye D�mAsi
978,other,Twist-Tac-Toe
894,other,Twixt
1701,other,Tyr
424,other,Tyska Torget
963,solitaire,UFO-Logic
1057,solitaire,Unblock
964,solitaire,Uncover
1470,solitaire,Unloop
965,solitaire,Unmatch
966,solitaire,Unplay Chess
967,solitaire,Up And Down
766,checkmate,Ultima Alt
2031,checkmate,Ultimate Chess
940,checkmate,Ultra Chess
941,checkmate,Unirexal Chess
2650,checkmate,unReal Chess
2651,checkmate,unReal Chess Mis�re
1467,checkmate,Urschach
314,other,Ugly Duck
949,other,Uisge
1602,other,Umbra
950,other,Under Pressure
2658,other,unReal D�mA
2659,other,unReal D�mA Mis�re
951,other,Up And Down for Two
2262,other,Ur
911,solitaire,Vexed
1564,solitaire,Via Longo
2021,checkmate,Valiant Chess
489,checkmate,van Gennip's Hexagonal Chess
2054,checkmate,Variable Chess
2853,checkmate,Variable Promotion Shogi
2937,checkmate,Vector Shogi
1866,checkmate,Veles Chess
1329,checkmate,Venator Chess
1748,checkmate,Venomous
1514,checkmate,VerA Chess
2488,checkmate,VerA D�mA
2770,checkmate,Vertical-Neko Shogi
2771,checkmate,Vertical-NekoNeko Shogi
1500,checkmate,VesA Chess
2489,checkmate,VesA D�mA
942,checkmate,Vortex Chess
532,other,Vanakriget
2608,other,Vanguard Draughts
1847,other,Vertical Order and Chaos
882,other,Vertical TicTacToe
1892,other,Verto
457,other,Vilbergen
2043,other,Vimbre
2437,other,Viruses
952,other,Vrinnevi
968,solitaire,W-o-r-d-e-r
1089,solitaire,Wang
2002,solitaire,Water Colours
2003,solitaire,Water Colours II
969,solitaire,Wazir Challenge
1489,solitaire,"Whitey, the Polar Bear"
2,solitaire,Wireworlds
1798,solitaire,WordFind puzzles with constructor
1535,solitaire,Wordsnake
1977,solitaire,Wriggle
1473,checkmate,Wa Shogi
2908,checkmate,Wa Shogi 11x11
3145,checkmate,Wa Shogi Fantasy Mod
2899,checkmate,Wa Shogi variants (with mnemonic set of pieces)
1402,checkmate,War of the World's Warriors
1032,checkmate,WarChess1
1034,checkmate,warchess2
1516,checkmate,Warlock Chess
943,checkmate,Weak!
944,checkmate,Weave & Dungeon
1468,checkmate,Whale Shogi
1479,checkmate,Wildebeest Chess
2187,checkmate,Windows Chess
1637,checkmate,Winther's Chess
3174,checkmate,WojiaoQi
3029,checkmate,Wolf Chess
3030,checkmate,Wolf Chess Mis�re
3118,checkmate,Wolves Chess
3119,checkmate,Wolves Chess Mis�re
1641,checkmate,Wreckage!
945,checkmate,Wuss
953,other,Wall-Eaters
1881,other,Wallop
954,other,Walls
228,other,Wari
1155,other,Water War
2577,other,Watermelon Board Game
1731,other,Whiz-Bang
955,other,Wild Goose Chase
956,other,Windmill
957,other,Witch-Hunting
3031,other,Wolf D�mA
3032,other,Wolf D�mA Mis�re
3120,other,Wolves D�mA
3121,other,Wolves D�mA Mis�re
1201,other,Wordhunt
985,other,WordJotto
273,other,Wormhole
1206,solitaire,X-ray
1226,solitaire,X-ray II
1884,checkmate,X-Chess
1105,checkmate,Xhatranj
1645,checkmate,Xiang Hex
2813,checkmate,Xiangqi vs Janggi
958,other,Ximaera
441,solitaire,Y-Backtrack
25,solitaire,Y-Primes
26,solitaire,Ypento
370,checkmate,Y&aacute;ng Q&iacute;
2726,checkmate,Yari Shogi
946,checkmate,YiTong
2273,checkmate,Yonin Shogi
959,other,Y
960,other,Yot&eacute;
961,other,Yucata&#146;
1654,solitaire,Zlide
947,checkmate,Z-Axial Chess
948,checkmate,Z-Chess
1037,checkmate,zcherryz
1421,checkmate,Zeppelin Chess
1109,checkmate,Zhou Xia
1655,checkmate,ZigZag Madness
2093,checkmate,ZOT Chess
1211,other,Z-Pente
1190,other,Zamma
1287,other,Zen the initiate
1042,other,Zhadu
1988,other,Zig-Zag
425,other,Zonesh
962,other,zProton
2335,solitaire,104Card-OddandEven
1793,solitaire,16Plus
1780,solitaire,3-D Knight
1392,solitaire,3D-Mazes
2064,solitaire,6Suit-Card-Carpet
2073,solitaire,6Suit-Card-Gaps
2049,solitaire,6Suit-Card-Pairs
1796,solitaire,9Plus
1837,solitaire,9Plus-easy
1789,checkmate,10-Directional Chess
2893,checkmate,10x10 Heisei Shogi
2894,checkmate,10x10 Heisei Shogi Variant
2787,checkmate,11x11 Shogi (Wide Shogi)
1974,checkmate,3 Kings Chess
3036,checkmate,3D Arimaa
381,checkmate,3D Chess
918,checkmate,3D Hexagonal Chess
1120,checkmate,3D Hook-Move Chess
919,checkmate,3D Shogi
920,checkmate,3D Xiang Qi
2873,checkmate,3x5 TresureSHOGI
2876,checkmate,3x5 True TresureSHOGI
1191,checkmate,4-handed Chaturanga with dice
1202,checkmate,4-handed Shatranj
2485,checkmate,4-Player Chess
380,checkmate,4D Chess
2871,checkmate,4x6 LeSHOGI
2874,checkmate,4x6 True LeSHOGI
2872,checkmate,4x7 LeSHOGI7
2875,checkmate,4x7 True LeSHOGI7
379,checkmate,5D Chess
2779,checkmate,5x6 Shogi
2900,checkmate,5x7 Shogi
2901,checkmate,5x8 Shogi
858,checkmate,6D Chess
2784,checkmate,6x6 Shogi (Judkins shogi)
2785,checkmate,7x7 Shogi (Very Narrow Shogi)
2786,checkmate,9x7 Shogi (Narrow Shogi)
2058,checkmate,[1-2-1 ... ] Amazon Chess
2056,checkmate,[1-2-1 ... ] Amazons Chess
2055,checkmate,[1-2-1 ... ] Amazons D�mA
2059,checkmate,[1-2-1 ... ] Chess
1838,checkmate,[10x10] Chess
1862,checkmate,[4x4] Chess
1858,checkmate,[5x5] Chess
1853,checkmate,[6x6] Chess
1848,checkmate,[7x7] Chess
1831,checkmate,[8x8] Chess
1833,checkmate,[9x9] Chess
2105,checkmate,[Bishopless] Chess
1889,checkmate,[Blue] RiveR Chess
2068,checkmate,[Fearless Bishops] Chess
2076,checkmate,[Fearless King] Chess
2067,checkmate,[Fearless Knights] Chess
2061,checkmate,[Fearless Pawns] Chess
2075,checkmate,[Fearless Queen] Chess
2071,checkmate,[Fearless Rooks] Chess
2069,checkmate,[Fearless vs] Chess
2082,checkmate,[Fearless] Chess
1508,checkmate,[InVisible] AepasAs
2102,checkmate,[Kingless] Chess
2104,checkmate,[Knightless] Chess
1865,checkmate,[nxn] Chess
2108,checkmate,[Pawnless] Chess
2109,checkmate,[Pieceless] Chess
2103,checkmate,[Queenless] Chess
2107,checkmate,[Rookless] Chess
2112,checkmate,[Royalless] Chess
1639,other,300 Spartans
418,other,4D Tic-Tac-Toe
1893,other,[Yellow] RiveR Chess
1005,other,_ByRandom
